time	1-SP	1-T	2-T	2-SP
2022-01-28T07:21:32.657Z	607	610	556	554
2022-01-28T07:21:52.668Z	662	660	581	583
2022-01-28T07:22:12.682Z	715	713	609	608
2022-01-28T07:22:32.683Z	761	763	637	636
2022-01-28T07:22:52.684Z	808	806	662	663
2022-01-28T07:23:12.695Z	851	849	689	690
2022-01-28T07:23:32.695Z	886	887	715	714
2022-01-28T07:23:52.696Z	919	921	738	739
2022-01-28T07:24:12.697Z	948	947	763	764
2022-01-28T07:24:32.703Z	968	969	786	785
2022-01-28T07:24:52.709Z	985	986	809	808
2022-01-28T07:25:12.711Z	996	995	829	830
2022-01-28T07:25:32.717Z	1000	1000	850	849
2022-01-28T07:25:52.730Z	998	998	870	869
2022-01-28T07:26:12.742Z	990	990	887	888
2022-01-28T07:26:32.745Z	975	976	904	905
2022-01-28T07:26:52.753Z	956	955	921	920
2022-01-28T07:27:12.762Z	930	929	934	935
2022-01-28T07:27:32.772Z	898	899	948	948
2022-01-28T07:27:52.778Z	864	863	960	959
2022-01-28T07:28:12.792Z	823	821	969	970
2022-01-28T07:28:32.805Z	777	779	978	979
2022-01-28T07:28:52.805Z	733	730	986	986
2022-01-28T07:29:12.815Z	680	678	992	992
2022-01-28T07:29:32.827Z	626	629	996	996
2022-01-28T07:29:52.832Z	570	573	999	999
2022-01-28T07:30:12.840Z	518	516	1000	1000
2022-01-28T07:30:32.841Z	461	464	1000	1000
2022-01-28T07:30:52.850Z	405	407	998	998
2022-01-28T07:31:12.855Z	354	352	994	994
2022-01-28T07:31:32.869Z	301	298	990	989
2022-01-28T07:31:52.883Z	250	252	983	983
2022-01-28T07:32:12.884Z	206	204	975	975
2022-01-28T07:32:32.888Z	162	160	965	966
2022-01-28T07:32:52.895Z	122	124	955	955
2022-01-28T07:33:12.897Z	87	89	943	943
2022-01-28T07:34:11.413Z	607	609	555	554
2022-01-28T07:34:31.416Z	662	659	581	582
2022-01-28T07:34:51.424Z	715	712	609	610
2022-01-28T07:35:11.435Z	760	762	637	636
2022-01-28T07:35:31.446Z	807	809	662	663
2022-01-28T07:35:51.451Z	850	848	688	690
2022-01-28T07:36:11.452Z	885	887	714	713
2022-01-28T07:36:31.454Z	919	921	740	739
2022-01-28T07:36:51.457Z	948	946	762	764
2022-01-28T07:37:11.463Z	970	969	786	785
2022-01-28T07:37:31.479Z	985	986	809	808
2022-01-28T07:37:51.492Z	996	995	829	830
2022-01-28T07:38:11.494Z	1000	1000	850	849
2022-01-28T07:38:31.503Z	998	998	870	869
2022-01-28T07:38:51.511Z	990	989	887	888
2022-01-28T07:39:50.113Z	607	609	555	554
2022-01-28T07:40:10.116Z	661	664	581	582
2022-01-28T07:40:30.121Z	714	712	609	610
2022-01-28T07:40:50.129Z	760	762	637	635
2022-01-28T07:41:10.132Z	807	809	664	663
2022-01-28T07:41:30.133Z	850	848	688	689
2022-01-28T07:41:50.148Z	888	887	714	713
2022-01-28T07:42:10.159Z	919	920	740	739
2022-01-28T07:42:30.166Z	947	948	762	763
2022-01-28T07:42:50.172Z	970	969	786	787
2022-01-28T07:43:10.179Z	985	986	809	808
2022-01-28T07:43:30.181Z	996	996	829	830
2022-01-28T07:43:50.187Z	1000	1000	850	851
2022-01-28T07:44:10.195Z	998	998	870	869
2022-01-28T07:44:30.196Z	990	989	888	887
2022-01-28T07:44:50.196Z	975	976	904	905
2022-01-28T07:45:10.199Z	955	956	920	921
2022-01-28T07:45:30.214Z	931	929	935	934
2022-01-28T07:45:50.229Z	899	897	947	948
2022-01-28T07:46:10.241Z	862	864	959	960
2022-01-28T07:46:30.246Z	824	822	970	969
2022-01-28T07:46:50.251Z	779	777	979	978
2022-01-28T07:47:10.263Z	730	732	986	986
2022-01-28T07:47:30.277Z	678	680	992	991
2022-01-28T07:47:50.291Z	628	626	996	996
2022-01-28T07:48:10.295Z	572	575	999	999
2022-01-28T07:48:30.310Z	515	518	1000	1000
2022-01-28T07:48:50.319Z	463	461	1000	1000
2022-01-28T07:49:10.320Z	407	404	998	998
2022-01-28T07:49:30.334Z	351	354	994	994
2022-01-28T07:49:50.343Z	303	300	989	990
2022-01-28T07:50:10.354Z	252	249	983	983
2022-01-28T07:50:30.367Z	204	206	975	975
2022-01-28T07:50:50.381Z	160	162	966	966
2022-01-28T07:51:10.383Z	124	122	955	955
2022-01-28T07:51:30.394Z	88	90	943	942
2022-01-28T07:51:50.404Z	59	60	929	928
2022-01-28T07:52:10.405Z	37	36	914	915
2022-01-28T07:52:30.406Z	18	18	899	898
2022-01-28T07:52:50.416Z	6	7	881	880
2022-01-28T07:53:10.429Z	1	1	862	862
2022-01-28T07:53:30.431Z	1	1	843	842
2022-01-28T07:53:50.441Z	8	7	822	821
2022-01-28T07:54:10.454Z	21	20	800	801
