time	1-T	2-T
2021-02-23T12:03:31.605Z	0	0
2021-02-23T12:03:33.605Z	0	0
2021-02-23T12:03:35.605Z	0	0
2021-02-23T12:03:37.605Z	0	0
2021-02-23T12:03:39.606Z	0	0
2021-02-23T12:03:41.607Z	0	0
2021-02-23T12:03:43.606Z	0	0
2021-02-23T12:03:45.606Z	0	0
2021-02-23T12:03:47.606Z	0	0
2021-02-23T12:03:49.607Z	0	0
2021-02-23T12:03:51.608Z	0	0
2021-02-23T12:03:53.608Z	0	0
2021-02-23T12:03:55.684Z	0	0
2021-02-23T12:03:57.686Z	0	0
2021-02-23T12:03:59.686Z	0	0
2021-02-23T12:04:01.686Z	0	0
2021-02-23T12:04:03.686Z	0	0
2021-02-23T12:04:05.686Z	0	0
2021-02-23T12:04:07.686Z	0	0
2021-02-23T12:04:09.686Z	0	0
2021-02-23T12:04:11.686Z	0	0
2021-02-23T12:04:13.686Z	0	0
2021-02-23T12:04:15.687Z	0	0
2021-02-23T12:04:17.687Z	0	0
2021-02-23T12:04:19.688Z	0	0
2021-02-23T12:04:21.688Z	0	0
2021-02-23T12:04:23.688Z	0	0
2021-02-23T12:04:25.688Z	0	0
2021-02-23T12:04:27.689Z	0	0
2021-02-23T12:04:29.690Z	0	0
2021-02-23T12:04:31.690Z	0	0
2021-02-23T12:04:33.692Z	0	0
2021-02-23T12:04:35.692Z	0	0
2021-02-23T12:04:37.694Z	0	0
2021-02-23T12:04:39.695Z	0	0
2021-02-23T12:04:41.695Z	0	0
2021-02-23T12:04:43.697Z	0	0
2021-02-23T12:04:45.698Z	0	0
2021-02-23T12:04:47.699Z	0	0
2021-02-23T12:04:49.699Z	0	0
2021-02-23T12:04:51.700Z	0	0
2021-02-23T12:04:53.701Z	0	0
2021-02-23T12:04:55.701Z	0	0
2021-02-23T12:04:57.702Z	0	0
2021-02-23T12:04:59.702Z	0	0
2021-02-23T12:05:01.702Z	0	0
2021-02-23T12:05:03.705Z	0	0
2021-02-23T12:05:05.705Z	0	0
2021-02-23T12:05:07.706Z	0	0
2021-02-23T12:05:09.706Z	0	0
2021-02-23T12:05:11.707Z	0	0
2021-02-23T12:05:13.708Z	0	0
2021-02-23T12:05:15.708Z	0	0
2021-02-23T12:05:17.708Z	0	0
2021-02-23T12:05:19.710Z	0	0
2021-02-23T12:05:21.712Z	0	0
2021-02-23T12:05:23.712Z	0	0
2021-02-23T12:05:25.713Z	0	0
2021-02-23T12:05:27.715Z	0	0
2021-02-23T12:05:29.715Z	0	0
2021-02-23T12:05:31.715Z	0	0
2021-02-23T12:05:33.715Z	0	0
2021-02-23T12:05:35.718Z	0	0
2021-02-23T12:05:37.719Z	0	0
2021-02-23T12:05:39.719Z	0	0
2021-02-23T12:05:41.719Z	0	0
2021-02-23T12:05:43.719Z	0	0
2021-02-23T12:05:45.719Z	0	0
2021-02-23T12:05:47.720Z	0	0
2021-02-23T12:05:49.720Z	0	0
2021-02-23T12:05:51.721Z	0	0
2021-02-23T12:05:53.721Z	0	0
2021-02-23T12:05:55.723Z	0	0
2021-02-23T12:05:57.726Z	0	0
2021-02-23T12:05:59.726Z	0	0
2021-02-23T12:06:01.727Z	0	0
2021-02-23T12:06:03.727Z	0	0
2021-02-23T12:06:05.727Z	0	0
2021-02-23T12:06:07.727Z	0	0
2021-02-23T12:06:09.730Z	0	0
2021-02-23T12:06:11.730Z	0	0
2021-02-23T12:06:13.730Z	0	0
2021-02-23T12:06:15.731Z	0	0
2021-02-23T12:06:17.732Z	0	0
2021-02-23T12:06:19.732Z	0	0
2021-02-23T12:06:21.732Z	0	0
2021-02-23T12:06:23.732Z	0	0
2021-02-23T12:06:25.734Z	0	0
2021-02-23T12:06:27.734Z	0	0
2021-02-23T12:06:29.737Z	0	0
2021-02-23T12:06:31.739Z	0	0
2021-02-23T12:06:33.739Z	0	0
2021-02-23T12:06:35.739Z	0	0
2021-02-23T12:06:37.739Z	0	0
2021-02-23T12:06:39.741Z	0	0
2021-02-23T12:06:41.744Z	0	0
2021-02-23T12:06:43.745Z	0	0
2021-02-23T12:06:45.745Z	0	0
2021-02-23T12:06:47.745Z	0	0
2021-02-23T12:06:49.746Z	0	0
2021-02-23T12:06:51.746Z	0	0
2021-02-23T12:06:53.745Z	0	0
2021-02-23T12:06:55.746Z	0	0
2021-02-23T12:06:57.746Z	0	0
2021-02-23T12:06:59.746Z	0	0
2021-02-23T12:07:01.746Z	0	0
2021-02-23T12:07:03.747Z	0	0
2021-02-23T12:07:05.746Z	0	0
2021-02-23T12:07:07.747Z	0	0
2021-02-23T12:07:09.747Z	0	0
2021-02-23T12:07:11.748Z	0	0
2021-02-23T12:07:13.748Z	0	0
2021-02-23T12:07:15.749Z	0	0
2021-02-23T12:07:17.748Z	0	0
2021-02-23T12:07:19.748Z	0	0
2021-02-23T12:07:21.748Z	0	0
2021-02-23T12:07:23.749Z	0	0
2021-02-23T12:07:25.749Z	0	0
2021-02-23T12:07:27.749Z	0	0
2021-02-23T12:07:29.749Z	0	0
2021-02-23T12:07:31.749Z	0	0
2021-02-23T12:07:33.752Z	0	0
2021-02-23T12:07:35.753Z	0	0
2021-02-23T12:07:37.755Z	0	0
2021-02-23T12:07:39.755Z	0	0
2021-02-23T12:07:41.755Z	0	0
2021-02-23T12:07:43.755Z	0	0
2021-02-23T12:07:45.757Z	0	0
2021-02-23T12:07:47.758Z	0	0
2021-02-23T12:07:49.759Z	0	0
2021-02-23T12:07:51.760Z	0	0
2021-02-23T12:07:53.762Z	0	0
2021-02-23T12:07:55.762Z	0	0
2021-02-23T12:07:57.762Z	0	0
2021-02-23T12:07:59.762Z	0	0
2021-02-23T12:08:01.763Z	0	0
2021-02-23T12:08:03.763Z	0	0
2021-02-23T12:08:05.763Z	0	0
2021-02-23T12:08:07.763Z	0	0
2021-02-23T12:08:09.763Z	0	0
2021-02-23T12:08:11.763Z	0	0
2021-02-23T12:08:13.764Z	0	0
2021-02-23T12:08:15.765Z	0	0
2021-02-23T12:08:17.765Z	0	0
2021-02-23T12:08:19.766Z	0	0
2021-02-23T12:08:21.766Z	0	0
2021-02-23T12:08:23.766Z	0	0
2021-02-23T12:08:25.766Z	0	0
2021-02-23T12:08:27.766Z	0	0
2021-02-23T12:08:29.768Z	0	0
2021-02-23T12:08:31.768Z	0	0
2021-02-23T12:08:33.768Z	0	0
2021-02-23T12:08:35.768Z	0	0
2021-02-23T12:08:37.768Z	0	0
2021-02-23T12:08:39.769Z	0	0
2021-02-23T12:08:41.770Z	0	0
2021-02-23T12:08:43.769Z	0	0
2021-02-23T12:08:45.770Z	0	0
2021-02-23T12:08:47.771Z	0	0
2021-02-23T12:08:49.771Z	0	0
2021-02-23T12:08:51.772Z	0	0
2021-02-23T12:08:53.773Z	0	0
2021-02-23T12:08:55.774Z	0	0
2021-02-23T12:08:57.773Z	0	0
2021-02-23T12:08:59.776Z	0	0
2021-02-23T12:09:01.776Z	0	0
2021-02-23T12:09:03.777Z	0	0
2021-02-23T12:09:05.778Z	0	0
2021-02-23T12:09:07.779Z	0	0
2021-02-23T12:09:09.779Z	0	0
2021-02-23T12:09:11.780Z	0	0
2021-02-23T12:09:13.780Z	0	0
2021-02-23T12:09:15.780Z	0	0
2021-02-23T12:09:17.780Z	0	0
2021-02-23T12:09:19.780Z	0	0
2021-02-23T12:09:21.780Z	0	0
2021-02-23T12:09:28.104Z	0	0
2021-02-23T12:09:30.104Z	0	0
2021-02-23T12:09:32.105Z	0	0
2021-02-23T12:09:34.106Z	0	0
2021-02-23T12:09:36.106Z	0	0
2021-02-23T12:09:38.107Z	0	0
2021-02-23T12:09:40.107Z	0	0
2021-02-23T12:09:42.108Z	0	0
2021-02-23T12:09:44.108Z	0	0
2021-02-23T12:09:46.109Z	0	0
2021-02-23T12:09:48.109Z	0	0
2021-02-23T12:09:50.110Z	0	0
2021-02-23T12:09:52.111Z	0	0
2021-02-23T12:09:54.111Z	0	0
2021-02-23T12:09:56.111Z	0	0
2021-02-23T12:09:58.111Z	0	0
2021-02-23T12:10:00.112Z	0	0
2021-02-23T12:10:02.112Z	0	0
2021-02-23T12:10:08.039Z	511	505
2021-02-23T12:10:10.040Z	516	508
2021-02-23T12:10:12.132Z	522	510
2021-02-23T12:10:14.187Z	527	514
2021-02-23T12:10:16.188Z	532	516
2021-02-23T12:10:18.188Z	537	519
2021-02-23T12:10:20.188Z	545	521
2021-02-23T12:10:22.188Z	550	525
2021-02-23T12:10:24.189Z	555	528
2021-02-23T12:10:26.191Z	561	531
2021-02-23T12:10:28.191Z	566	534
2021-02-23T12:10:30.191Z	571	536
2021-02-23T12:10:32.191Z	576	539
2021-02-23T12:10:34.191Z	581	541
2021-02-23T12:10:36.191Z	588	544
2021-02-23T12:10:38.192Z	594	546
2021-02-23T12:10:40.193Z	599	550
2021-02-23T12:10:42.194Z	604	553
2021-02-23T12:10:44.194Z	609	555
2021-02-23T12:10:46.194Z	616	558
2021-02-23T12:10:48.194Z	621	561
2021-02-23T12:10:50.194Z	626	564
2021-02-23T12:10:52.195Z	630	566
2021-02-23T12:10:54.196Z	635	569
2021-02-23T12:10:56.196Z	643	571
2021-02-23T12:11:02.243Z	510	505
2021-02-23T12:11:04.244Z	517	508
2021-02-23T12:11:06.245Z	522	510
2021-02-23T12:11:08.245Z	527	514
