time	1-tT	1-T
2021-11-26T12:22:59.232Z	610	609
2021-11-26T12:23:19.246Z	663	662
2021-11-26T12:23:39.250Z	714	715
2021-11-26T12:23:59.253Z	763	764
2021-11-26T12:24:19.259Z	809	809
2021-11-26T12:24:39.261Z	850	851
2021-11-26T12:24:59.265Z	888	888
2021-11-26T12:25:19.276Z	920	921
2021-11-26T12:25:39.291Z	948	948
2021-11-26T12:27:00.735Z	1000	34
2021-11-26T12:27:20.749Z	1000	36
2021-11-26T12:27:40.752Z	1000	39
2021-11-26T12:28:00.764Z	1000	42
2021-11-26T12:28:20.773Z	1000	46
2021-11-26T12:28:40.773Z	1000	52
2021-11-26T12:29:00.776Z	1000	57
2021-11-26T12:29:20.781Z	1000	64
2021-11-26T12:29:40.793Z	1000	71
2021-11-26T12:30:00.804Z	1000	81
2021-11-26T12:30:20.809Z	1000	90
2021-11-26T12:30:40.821Z	1000	99
2021-11-26T12:31:00.834Z	1000	110
2021-11-26T12:31:20.843Z	1000	121
2021-11-26T12:31:40.849Z	1000	133
2021-11-26T12:32:00.862Z	1000	144
2021-11-26T12:32:20.873Z	1000	156
2021-11-26T12:32:40.873Z	1000	166
2021-11-26T12:33:00.886Z	1000	177
2021-11-26T12:33:20.901Z	1000	186
2021-11-26T12:33:40.911Z	1000	195
2021-11-26T12:34:00.917Z	1000	201
2021-11-26T12:34:20.918Z	1000	208
2021-11-26T12:34:40.933Z	1000	214
2021-11-26T12:35:00.934Z	1000	218
2021-11-26T12:35:20.946Z	1000	222
2021-11-26T12:35:40.947Z	1000	226
2021-11-26T12:36:00.956Z	1000	228
2021-11-26T12:36:20.965Z	1000	231
2021-11-26T12:36:40.973Z	1000	233
2021-11-26T12:37:00.978Z	1000	235
2021-11-26T12:37:20.981Z	1000	236
2021-11-26T12:37:40.988Z	1000	237
2021-11-26T12:38:00.989Z	1000	238
2021-11-26T12:38:20.994Z	1000	239
2021-11-26T12:38:40.995Z	1000	239
2021-11-26T12:39:01.009Z	1000	240
2021-11-26T12:39:21.022Z	1000	240
2021-11-26T12:39:41.024Z	1000	241
2021-11-26T12:40:01.027Z	1000	242
2021-11-26T12:40:21.038Z	1000	240
2021-11-26T12:40:41.048Z	1000	240
2021-11-26T12:41:01.059Z	1000	240
2021-11-26T12:41:21.075Z	1000	240
2021-11-26T12:41:41.088Z	1000	240
2021-11-26T12:42:01.090Z	1000	239
2021-11-26T12:42:21.096Z	1000	240
2021-11-26T12:42:41.096Z	1000	239
2021-11-26T12:43:01.102Z	1000	239
2021-11-26T12:43:21.111Z	1000	238
2021-11-26T12:43:41.114Z	1000	238
2021-11-26T12:44:01.116Z	1000	236
2021-11-26T12:44:21.126Z	1000	237
2021-11-26T12:44:41.131Z	1000	236
2021-11-26T12:45:01.146Z	1000	236
2021-11-26T12:45:21.153Z	1000	235
2021-11-26T12:45:41.163Z	1000	235
2021-11-26T12:46:01.177Z	1000	234
2021-11-26T12:46:21.189Z	1000	233
2021-11-26T12:46:41.201Z	1000	233
2021-11-26T12:47:01.213Z	1000	232
2021-11-26T12:47:21.226Z	1000	232
2021-11-26T12:47:41.241Z	1000	231
2021-11-26T12:48:01.246Z	1000	228
2021-11-26T12:48:21.246Z	1000	214
2021-11-26T12:48:41.255Z	1000	216
2021-11-26T12:49:01.262Z	1000	218
2021-11-26T12:49:21.276Z	1000	219
2021-11-26T12:49:41.279Z	1000	221
2021-11-26T12:50:01.286Z	1000	222
2021-11-26T12:50:21.295Z	1000	223
2021-11-26T12:50:41.307Z	1000	226
2021-11-26T12:51:01.308Z	1000	228
2021-11-26T12:51:21.323Z	1000	232
2021-11-26T12:51:41.332Z	1000	237
2021-11-26T12:52:01.347Z	1000	243
2021-11-26T12:52:21.353Z	1000	249
2021-11-26T12:52:41.355Z	1000	257
2021-11-26T12:53:01.365Z	1000	267
2021-11-26T12:53:21.374Z	1000	278
2021-11-26T12:53:41.374Z	1000	289
2021-11-26T12:54:01.387Z	1000	299
2021-11-26T12:54:21.392Z	1000	312
2021-11-26T12:54:41.398Z	1000	324
2021-11-26T12:55:01.400Z	1000	339
2021-11-26T12:55:21.403Z	1000	352
2021-11-26T12:55:41.417Z	1000	367
2021-11-26T12:56:01.425Z	1000	380
2021-11-26T12:56:21.439Z	1000	393
2021-11-26T12:56:41.453Z	1000	408
2021-11-26T12:57:01.467Z	1000	421
2021-11-26T12:57:21.472Z	1000	435
2021-11-26T12:57:41.479Z	1000	448
2021-11-26T12:58:01.489Z	1000	461
2021-11-26T12:58:21.491Z	1000	475
2021-11-26T12:58:41.502Z	1000	487
2021-11-26T12:59:01.516Z	1000	500
2021-11-26T12:59:21.518Z	1000	512
2021-11-26T12:59:41.522Z	1000	525
2021-11-26T13:00:01.525Z	1000	537
