time	1-T	2-T
2021-04-26T12:08:22.042Z	527	514
2021-04-26T12:08:27.043Z	540	520
2021-04-26T12:08:32.052Z	555	527
2021-04-26T12:08:37.064Z	568	535
2021-04-26T12:08:42.074Z	581	541
2021-04-26T12:08:47.080Z	597	548
2021-04-26T12:08:52.081Z	609	555
2021-04-26T12:08:57.089Z	622	562
2021-04-26T12:09:02.104Z	637	568
2021-04-26T12:09:07.116Z	649	576
2021-04-26T12:09:12.131Z	662	582
2021-04-26T12:09:17.139Z	676	589
2021-04-26T12:09:22.150Z	689	596
2021-04-26T12:09:27.156Z	700	603
2021-04-26T12:09:32.163Z	715	610
2021-04-26T12:09:37.166Z	726	617
2021-04-26T12:09:42.175Z	740	623
2021-04-26T12:09:47.182Z	751	631
2021-04-26T12:09:54.958Z	0	0
2021-04-26T12:09:56.958Z	0	0
2021-04-26T12:09:58.958Z	0	0
2021-04-26T12:10:00.968Z	0	0
2021-04-26T12:10:02.974Z	0	0
2021-04-26T12:12:27.597Z	607	609	555	554
2021-04-26T12:12:47.598Z	662	659	581	582
2021-04-26T12:13:07.600Z	714	712	609	610
2021-04-26T12:13:27.609Z	760	762	637	635
2021-04-26T12:13:47.620Z	807	809	662	663
2021-04-26T12:14:07.632Z	850	848	688	690
2021-04-26T12:14:27.633Z	885	887	715	713
2021-04-26T12:14:47.635Z	919	921	738	739
2021-04-26T12:15:07.642Z	948	946	762	764
2021-04-26T12:16:51.442Z	607	609	555	554
2021-04-26T12:17:11.453Z	662	659	581	582
2021-04-26T12:17:31.463Z	715	712	609	608
2021-04-26T12:17:51.472Z	760	763	637	636
2021-04-26T12:18:11.473Z	807	810	662	663
2021-04-26T12:18:31.484Z	850	849	689	690
2021-04-26T12:18:51.491Z	886	887	715	714
2021-04-26T12:19:11.493Z	919	921	738	739
2021-04-26T12:19:31.505Z	948	947	763	764
2021-04-26T12:19:51.517Z	968	969	787	785
2021-04-26T12:20:11.532Z	985	986	807	808
2021-04-26T12:20:31.538Z	996	996	829	830
2021-04-26T12:20:51.551Z	1000	1000	850	849
2021-04-26T12:21:11.555Z	998	998	870	869
2021-04-26T12:21:31.558Z	990	990	887	888
2021-04-26T12:21:51.570Z	975	976	905	904
2021-04-26T12:22:11.585Z	956	955	921	920
2021-04-26T12:22:31.599Z	930	928	934	935
2021-04-26T12:22:51.607Z	898	899	948	948
2021-04-26T12:23:11.621Z	864	862	960	959
2021-04-26T12:23:31.623Z	823	821	969	970
2021-04-26T12:23:51.627Z	777	779	978	979
2021-04-26T12:24:11.633Z	732	730	986	986
2021-04-26T12:24:31.647Z	680	678	991	992
2021-04-26T12:24:51.649Z	626	628	996	996
2021-04-26T12:25:11.658Z	570	572	999	999
2021-04-26T12:25:31.663Z	518	515	1000	1000
2021-04-26T12:25:51.672Z	461	463	1000	1000
2021-04-26T12:26:11.681Z	404	407	998	998
2021-04-26T12:26:31.683Z	354	352	994	994
2021-04-26T12:26:51.696Z	302	299	989	990
2021-04-26T12:27:11.707Z	252	250	983	983
2021-04-26T12:27:31.711Z	205	202	976	975
2021-04-26T12:27:51.725Z	161	159	966	966
2021-04-26T12:28:11.731Z	122	124	955	955
2021-04-26T12:28:31.735Z	88	89	943	942
2021-04-26T12:28:51.748Z	59	60	929	928
2021-04-26T12:29:11.758Z	35	36	914	915
2021-04-26T12:29:31.770Z	19	18	898	898
2021-04-26T12:29:51.776Z	6	6	880	881
2021-04-26T12:30:11.777Z	1	0	863	862
2021-04-26T12:30:31.790Z	1	1	843	842
2021-04-26T12:30:51.804Z	8	7	822	821
2021-04-26T12:31:11.812Z	21	20	800	799
2021-04-26T12:31:31.815Z	40	39	777	778
2021-04-26T12:31:51.821Z	62	63	753	754
2021-04-26T12:32:11.829Z	92	94	728	729
2021-04-26T12:32:31.844Z	127	129	705	704
2021-04-26T12:32:51.859Z	167	165	679	678
2021-04-26T12:33:11.871Z	211	209	652	651
2021-04-26T12:33:31.879Z	259	257	625	627
2021-04-26T12:33:51.894Z	305	307	598	599
2021-04-26T12:34:11.902Z	358	361	570	571
2021-04-26T12:34:31.916Z	413	416	544	543
2021-04-26T12:34:51.921Z	470	467	516	515
2021-04-26T12:35:11.931Z	526	523	488	489
2021-04-26T12:35:31.933Z	577	580	460	461
2021-04-26T12:35:51.937Z	633	636	434	432
2021-04-26T12:36:11.945Z	687	685	406	404
2021-04-26T12:36:31.947Z	739	737	378	379
2021-04-26T12:36:51.956Z	783	785	350	351
2021-04-26T12:37:11.970Z	828	826	326	324
2021-04-26T12:37:31.973Z	869	867	299	300
2021-04-26T12:37:51.981Z	902	904	273	274
2021-04-26T12:38:11.985Z	933	935	250	249
2021-04-26T12:38:31.998Z	959	958	226	225
2021-04-26T12:38:52.013Z	977	978	203	204
2021-04-26T12:39:12.014Z	991	992	182	181
2021-04-26T12:39:32.019Z	999	998	161	160
2021-04-26T12:39:52.022Z	1000	1000	140	141
2021-04-26T12:40:12.037Z	995	995	121	122
2021-04-26T12:40:32.045Z	984	984	105	104
2021-04-26T12:40:52.048Z	966	967	88	87
2021-04-26T12:41:12.053Z	945	944	72	73
2021-04-26T12:41:32.058Z	916	914	60	59
2021-04-26T12:41:52.072Z	882	883	47	46
2021-04-26T12:42:12.072Z	842	844	35	36
2021-04-26T12:42:32.077Z	803	801	26	26
2021-04-26T12:42:52.091Z	755	758	18	18
2021-04-26T12:43:12.103Z	705	707	11	12
2021-04-26T12:43:32.106Z	657	654	6	6
2021-04-26T12:43:52.117Z	601	599	3	3
2021-04-26T12:44:12.118Z	545	548	1	0
2021-04-26T12:44:32.125Z	488	491	0	0
2021-04-26T12:44:52.130Z	436	434	1	1
2021-04-26T12:45:12.139Z	380	383	4	4
2021-04-26T12:45:32.147Z	326	328	8	8
2021-04-26T12:45:52.152Z	278	276	14	13
2021-04-26T12:46:12.164Z	228	226	20	21
2021-04-26T12:46:32.167Z	182	184	29	30
2021-04-26T12:46:52.175Z	144	142	39	39
2021-04-26T12:47:12.176Z	106	105	51	51
2021-04-26T12:47:32.188Z	74	75	63	64
2021-04-26T12:47:52.191Z	47	48	78	77
2021-04-26T12:48:12.192Z	27	26	94	93
2021-04-26T12:48:32.193Z	12	11	109	110
2021-04-26T12:48:52.196Z	3	3	128	129
2021-04-26T12:49:12.205Z	0	0	148	147
2021-04-26T12:49:32.216Z	3	4	168	167
2021-04-26T12:49:52.230Z	13	12	188	189
2021-04-26T12:50:12.240Z	29	28	211	210
2021-04-26T12:50:32.244Z	49	50	235	234
2021-04-26T12:50:52.254Z	76	78	257	258
2021-04-26T12:51:12.267Z	109	108	282	284
2021-04-26T12:51:32.275Z	147	145	308	307
2021-04-26T12:51:52.289Z	185	187	335	333
2021-04-26T12:52:12.294Z	231	233	362	360
2021-04-26T12:52:32.298Z	280	283	386	388
2021-04-26T12:52:52.305Z	332	329	414	415
2021-04-26T12:53:12.306Z	386	383	442	443
2021-04-26T12:53:32.313Z	441	439	470	468
2021-04-26T12:53:52.321Z	493	495	498	497
2021-04-26T12:54:12.331Z	549	552	526	525
2021-04-26T12:54:32.343Z	605	603	552	553
2021-04-26T12:54:52.346Z	660	657	580	581
2021-04-26T12:55:12.359Z	713	710	608	607
2021-04-26T12:55:32.372Z	758	760	635	634
2021-04-26T12:55:52.383Z	805	807	662	661
2021-04-26T12:56:12.398Z	848	846	687	688
2021-04-26T12:56:32.407Z	886	885	713	712
2021-04-26T12:56:52.413Z	917	919	738	737
2021-04-26T12:57:12.426Z	946	947	761	762
2021-04-26T12:57:32.440Z	969	968	785	786
2021-04-26T12:57:52.453Z	984	985	808	807
2021-04-26T12:58:12.463Z	995	996	828	829
2021-04-26T12:58:32.472Z	1000	1000	849	850
2021-04-26T12:58:52.476Z	998	998	869	868
2021-04-26T12:59:12.484Z	990	990	887	887
2021-04-26T12:59:32.487Z	976	977	903	904
2021-04-26T12:59:52.503Z	956	957	920	919
2021-04-26T13:00:12.510Z	932	930	934	934
2021-04-26T13:00:32.523Z	900	902	947	947
2021-04-26T13:00:52.527Z	864	865	959	959
2021-04-26T13:01:12.531Z	826	824	969	969
2021-04-26T13:01:32.534Z	781	778	978	978
2021-04-26T13:01:52.538Z	732	734	985	986
2021-04-26T13:02:12.549Z	684	682	991	991
2021-04-26T13:02:32.553Z	630	628	996	996
2021-04-26T13:02:52.565Z	574	577	999	999
2021-04-26T13:03:12.569Z	518	520	1000	1000
2021-04-26T13:03:32.582Z	466	463	1000	1000
2021-04-26T13:03:52.590Z	409	407	998	998
2021-04-26T13:04:12.591Z	354	356	995	994
2021-04-26T13:04:32.598Z	305	303	990	990
2021-04-26T13:04:52.604Z	254	252	983	983
2021-04-26T13:05:12.611Z	206	208	976	975
2021-04-26T13:05:32.626Z	162	164	966	967
2021-04-26T13:05:52.627Z	125	124	955	956
2021-04-26T13:06:12.633Z	90	89	944	943
2021-04-26T13:06:32.634Z	60	61	930	929
2021-04-26T13:06:52.646Z	38	37	915	915
2021-04-26T13:07:12.651Z	19	18	899	899
2021-04-26T13:07:32.658Z	7	7	882	881
2021-04-26T13:07:52.671Z	1	1	863	863
2021-04-26T13:08:12.684Z	1	1	844	843
2021-04-26T13:08:32.687Z	7	7	823	822
2021-04-26T13:08:52.688Z	20	19	801	802
2021-04-26T13:09:12.702Z	37	38	777	778
2021-04-26T13:09:32.712Z	62	60	755	754
2021-04-26T13:09:52.725Z	92	90	731	729
2021-04-26T13:10:12.728Z	124	126	705	706
2021-04-26T13:10:32.732Z	164	166	681	680
2021-04-26T13:10:52.735Z	208	206	654	653
2021-04-26T13:11:12.737Z	252	254	627	628
2021-04-26T13:11:32.745Z	303	306	599	600
2021-04-26T13:11:52.746Z	357	355	573	572
2021-04-26T13:12:12.758Z	413	410	545	546
2021-04-26T13:12:32.763Z	464	467	516	518
2021-04-26T13:12:52.774Z	521	519	490	489
2021-04-26T13:13:12.782Z	578	575	462	460
2021-04-26T13:13:32.793Z	629	631	433	435
2021-04-26T13:13:52.800Z	683	686	408	406
2021-04-26T13:14:12.813Z	735	733	380	378
2021-04-26T13:14:32.818Z	780	782	352	353
2021-04-26T13:14:52.822Z	825	827	327	326
2021-04-26T13:15:12.887Z	867	865	301	300
2021-04-26T13:15:32.897Z	900	901	275	276
2021-04-26T13:15:52.899Z	931	933	250	251
2021-04-26T13:16:12.904Z	957	956	228	227
2021-04-26T13:16:32.905Z	977	977	204	205
2021-04-26T13:16:52.905Z	990	991	182	183
2021-04-26T13:17:12.908Z	998	998	162	161
2021-04-26T13:17:32.920Z	1000	1000	142	141
2021-04-26T13:17:52.921Z	995	995	122	123
2021-04-26T13:18:12.932Z	985	984	106	105
2021-04-26T13:18:32.939Z	967	968	89	88
2021-04-26T13:18:52.946Z	944	945	73	74
2021-04-26T13:19:12.958Z	918	916	59	60
2021-04-26T13:19:32.962Z	884	886	47	47
2021-04-26T13:19:52.976Z	845	847	36	37
2021-04-26T13:20:12.987Z	805	803	26	27
2021-04-26T13:20:32.992Z	758	756	19	18
2021-04-26T13:20:52.993Z	708	710	12	11
2021-04-26T13:21:13.000Z	660	657	6	7
2021-04-26T13:21:33.001Z	605	602	3	3
2021-04-26T13:21:53.008Z	548	551	1	1
2021-04-26T13:22:13.011Z	491	494	0	0
2021-04-26T13:22:33.014Z	439	437	1	1
2021-04-26T13:22:53.022Z	383	386	3	4
2021-04-26T13:23:13.033Z	329	331	7	8
2021-04-26T13:23:33.039Z	281	279	13	13
2021-04-26T13:23:53.043Z	231	229	20	20
2021-04-26T13:24:13.046Z	185	187	28	29
2021-04-26T13:24:33.061Z	143	144	39	38
2021-04-26T13:24:53.073Z	108	107	51	50
2021-04-26T13:25:13.074Z	75	77	63	63
2021-04-26T13:25:33.077Z	48	49	77	76
2021-04-26T13:25:53.087Z	28	27	93	92
2021-04-26T13:26:13.095Z	13	12	109	109
