time	1-SP	1-T	2-T	2-SP
2021-09-27T08:48:30.104Z	606	609	555	554
2021-09-27T08:48:50.103Z	661	663	581	582
2021-09-27T08:49:10.111Z	714	711	609	610
2021-09-27T08:49:30.114Z	764	762	636	635
2021-09-27T08:49:50.125Z	806	808	664	662
2021-09-27T08:50:10.133Z	849	848	688	689
2021-09-27T08:50:30.143Z	888	886	714	715
2021-09-27T08:50:50.153Z	918	920	739	738
2021-09-27T08:51:10.156Z	947	948	762	763
2021-09-27T08:51:30.172Z	969	969	786	787
2021-09-27T08:51:50.185Z	986	985	809	807
2021-09-27T08:52:10.193Z	996	996	830	829
2021-09-27T08:52:30.199Z	1000	1000	849	850
2021-09-27T08:52:50.204Z	998	998	869	870
2021-09-27T08:53:10.207Z	989	990	888	887
2021-09-27T08:53:30.219Z	976	975	905	904
2021-09-27T08:53:50.233Z	955	956	920	921
2021-09-27T08:54:10.244Z	929	930	935	935
2021-09-27T08:54:30.253Z	900	898	948	947
2021-09-27T08:54:50.264Z	863	861	959	959
2021-09-27T08:55:10.266Z	822	824	969	970
2021-09-27T08:55:30.277Z	776	779	978	978
2021-09-27T08:55:50.292Z	732	729	986	986
2021-09-27T08:56:10.304Z	680	677	991	992
2021-09-27T08:56:30.309Z	625	628	996	996
2021-09-27T08:56:50.312Z	570	572	999	999
2021-09-27T08:57:10.321Z	519	516	1000	1000
2021-09-27T08:57:30.322Z	462	459	1000	1000
2021-09-27T08:57:50.329Z	405	408	998	998
2021-09-27T08:58:10.341Z	350	352	994	995
2021-09-27T08:58:30.349Z	302	299	989	990
2021-09-27T08:58:50.357Z	251	248	983	983
2021-09-27T08:59:10.365Z	203	205	975	975
2021-09-27T09:00:10.723Z	607	609	554	555
2021-09-27T09:01:05.958Z	607	610	554	556
2021-09-27T09:01:25.971Z	662	660	583	581
2021-09-27T09:01:45.974Z	715	712	608	609
2021-09-27T09:02:05.983Z	760	763	636	637
2021-09-27T09:02:25.990Z	807	809	663	662
2021-09-27T09:02:46.001Z	850	848	689	688
2021-09-27T09:03:06.016Z	888	887	713	714
2021-09-27T09:03:26.017Z	919	920	738	740
2021-09-27T09:03:46.031Z	947	948	763	762
2021-09-27T09:04:06.031Z	970	969	787	786
2021-09-27T09:04:26.032Z	986	986	808	809
2021-09-27T09:04:46.042Z	996	996	830	831
2021-09-27T09:05:06.050Z	1000	1000	851	850
2021-09-27T09:05:26.053Z	998	998	869	870
