time	1-T	2-T
2021-02-20T21:31:52.331Z	503	502
2021-02-20T21:32:52.900Z	503	502
2021-02-20T21:36:33.363Z	503	502
2021-02-20T21:36:35.370Z	509	505
2021-02-20T21:36:37.380Z	516	507
2021-02-20T21:36:39.383Z	521	511
2021-02-20T21:36:41.385Z	527	514
2021-02-20T21:36:43.398Z	532	516
2021-02-20T21:36:45.410Z	537	519
2021-02-20T21:36:47.421Z	542	521
2021-02-20T21:36:49.430Z	550	524
2021-02-20T21:36:51.441Z	555	527
2021-02-20T21:36:53.446Z	560	530
2021-02-20T21:36:55.447Z	565	533
2021-02-20T21:36:57.454Z	570	536
2021-02-20T21:36:59.456Z	575	538
2021-02-20T21:37:01.458Z	583	541
2021-02-20T21:37:03.460Z	588	543
2021-02-20T21:37:05.462Z	593	547
2021-02-20T21:37:07.468Z	598	550
2021-02-20T21:37:09.477Z	603	552
2021-02-20T21:37:11.490Z	608	555
2021-02-20T21:37:13.499Z	616	557
2021-02-20T21:37:15.510Z	621	560
2021-02-20T21:37:17.519Z	626	564
2021-02-20T21:37:19.531Z	631	566
2021-02-20T21:37:21.534Z	636	569
2021-02-20T21:37:23.541Z	641	572
2021-02-20T21:37:25.554Z	648	574
2021-02-20T21:37:27.563Z	653	577
2021-02-20T21:37:29.571Z	658	580
2021-02-20T21:37:31.582Z	663	583
2021-02-20T21:37:33.590Z	668	586
2021-02-20T21:37:35.602Z	673	588
2021-02-20T21:37:37.607Z	680	591
2021-02-20T21:37:39.615Z	685	593
2021-02-20T21:37:41.626Z	689	597
2021-02-20T21:37:43.633Z	694	599
2021-02-20T21:37:45.643Z	699	602
2021-02-20T21:37:47.650Z	704	605
2021-02-20T21:37:49.661Z	711	607
2021-02-20T21:37:51.669Z	715	610
2021-02-20T21:37:53.680Z	720	613
2021-02-20T21:37:55.682Z	725	616
2021-02-20T21:37:57.683Z	729	618
2021-02-20T21:37:59.696Z	734	621
2021-02-20T21:38:01.701Z	738	623
2021-02-20T21:38:03.717Z	745	626
2021-02-20T21:38:05.724Z	750	628
2021-02-20T21:38:07.739Z	754	632
2021-02-20T21:38:09.748Z	759	635
2021-02-20T21:38:11.748Z	763	637
2021-02-20T21:38:13.763Z	767	640
2021-02-20T21:38:15.769Z	774	642
2021-02-20T21:38:17.780Z	778	645
2021-02-20T21:38:19.782Z	782	648
2021-02-20T21:38:21.793Z	787	651
2021-02-20T21:38:23.805Z	791	653
2021-02-20T21:38:25.819Z	795	656
2021-02-20T21:38:27.827Z	801	658
2021-02-20T21:38:29.836Z	805	660
2021-02-20T21:38:31.837Z	809	664
2021-02-20T21:38:33.846Z	813	667
2021-02-20T21:38:35.847Z	818	669
2021-02-20T21:38:37.857Z	821	671
2021-02-20T21:38:39.859Z	827	674
2021-02-20T21:38:41.871Z	831	676
2021-02-20T21:38:43.880Z	835	680
2021-02-20T21:38:45.887Z	839	682
2021-02-20T21:38:47.891Z	843	685
2021-02-20T21:38:49.906Z	846	687
2021-02-20T21:38:51.917Z	850	690
2021-02-20T21:38:53.932Z	856	692
2021-02-20T21:38:55.944Z	859	694
2021-02-20T21:38:57.953Z	863	698
2021-02-20T21:38:59.955Z	866	700
2021-02-20T21:39:01.956Z	870	703
2021-02-20T21:39:03.958Z	873	705
2021-02-20T21:39:05.971Z	878	707
2021-02-20T21:39:07.985Z	882	710
2021-02-20T21:39:09.990Z	885	713
2021-02-20T21:39:11.991Z	888	715
2021-02-20T21:39:14.004Z	892	718
2021-02-20T21:39:16.014Z	895	720
2021-02-20T21:39:18.024Z	899	722
2021-02-20T21:39:20.030Z	903	725
2021-02-20T21:39:22.031Z	906	728
2021-02-20T21:39:24.043Z	909	730
2021-02-20T21:39:26.054Z	912	733
2021-02-20T21:39:28.069Z	914	735
2021-02-20T21:39:30.080Z	919	737
2021-02-20T21:39:32.091Z	922	740
2021-02-20T21:39:34.100Z	924	743
2021-02-20T21:39:36.105Z	927	745
2021-02-20T21:39:38.115Z	930	748
2021-02-20T21:39:40.126Z	932	750
2021-02-20T21:39:42.137Z	936	752
2021-02-20T21:39:44.140Z	939	754
2021-02-20T21:39:46.142Z	941	758
2021-02-20T21:39:48.153Z	943	760
2021-02-20T21:39:50.164Z	946	762
2021-02-20T21:39:52.170Z	948	764
2021-02-20T21:39:54.172Z	952	766
2021-02-20T21:39:56.185Z	954	768
2021-02-20T21:39:58.198Z	956	771
2021-02-20T21:40:00.199Z	958	774
2021-02-20T21:40:02.202Z	960	776
2021-02-20T21:40:04.204Z	962	778
2021-02-20T21:40:06.218Z	964	780
2021-02-20T21:40:08.229Z	967	782
2021-02-20T21:40:10.232Z	969	785
2021-02-20T21:40:12.243Z	970	788
2021-02-20T21:40:14.243Z	972	790
2021-02-20T21:40:16.252Z	974	792
2021-02-20T21:40:18.265Z	975	794
2021-02-20T21:40:20.269Z	978	796
2021-02-20T21:40:22.279Z	979	798
2021-02-20T21:40:24.281Z	981	801
2021-02-20T21:40:26.291Z	982	803
2021-02-20T21:40:28.299Z	983	805
2021-02-20T21:40:30.314Z	985	807
2021-02-20T21:40:32.319Z	987	809
2021-02-20T21:40:34.333Z	988	811
2021-02-20T21:40:36.343Z	989	814
