time	3-T
2021-02-20T21:31:52.330Z	502
2021-02-20T21:32:52.900Z	502
2021-02-20T21:36:33.363Z	502
2021-02-20T21:36:35.370Z	503
2021-02-20T21:36:37.380Z	505
2021-02-20T21:36:39.382Z	507
2021-02-20T21:36:41.385Z	509
2021-02-20T21:36:43.397Z	510
2021-02-20T21:36:45.410Z	513
2021-02-20T21:36:47.421Z	515
2021-02-20T21:36:49.430Z	516
2021-02-20T21:36:51.441Z	518
2021-02-20T21:36:53.446Z	520
2021-02-20T21:36:55.447Z	521
2021-02-20T21:36:57.454Z	524
2021-02-20T21:36:59.455Z	526
2021-02-20T21:37:01.458Z	527
2021-02-20T21:37:03.459Z	529
2021-02-20T21:37:05.462Z	531
2021-02-20T21:37:07.468Z	533
2021-02-20T21:37:09.477Z	535
2021-02-20T21:37:11.489Z	537
2021-02-20T21:37:13.498Z	539
2021-02-20T21:37:15.510Z	540
2021-02-20T21:37:17.519Z	542
2021-02-20T21:37:19.531Z	544
2021-02-20T21:37:21.534Z	546
2021-02-20T21:37:23.541Z	548
2021-02-20T21:37:25.554Z	550
2021-02-20T21:37:27.563Z	551
2021-02-20T21:37:29.571Z	553
2021-02-20T21:37:31.582Z	555
2021-02-20T21:37:33.590Z	557
2021-02-20T21:37:35.602Z	559
2021-02-20T21:37:37.607Z	561
2021-02-20T21:37:39.615Z	563
2021-02-20T21:37:41.626Z	564
2021-02-20T21:37:43.633Z	566
2021-02-20T21:37:45.643Z	569
2021-02-20T21:37:47.650Z	570
2021-02-20T21:37:49.660Z	572
2021-02-20T21:37:51.669Z	574
2021-02-20T21:37:53.680Z	575
2021-02-20T21:37:55.681Z	577
2021-02-20T21:37:57.683Z	580
2021-02-20T21:37:59.696Z	581
2021-02-20T21:38:01.701Z	583
2021-02-20T21:38:03.716Z	585
2021-02-20T21:38:05.724Z	586
2021-02-20T21:38:07.739Z	588
2021-02-20T21:38:09.747Z	590
2021-02-20T21:38:11.748Z	592
2021-02-20T21:38:13.763Z	594
2021-02-20T21:38:15.769Z	596
2021-02-20T21:38:17.780Z	597
2021-02-20T21:38:19.782Z	599
2021-02-20T21:38:21.793Z	601
2021-02-20T21:38:23.805Z	603
2021-02-20T21:38:25.819Z	605
2021-02-20T21:38:27.827Z	607
2021-02-20T21:38:29.836Z	608
2021-02-20T21:38:31.837Z	610
2021-02-20T21:38:33.845Z	612
2021-02-20T21:38:35.846Z	614
2021-02-20T21:38:37.857Z	616
2021-02-20T21:38:39.859Z	618
2021-02-20T21:38:41.871Z	619
2021-02-20T21:38:43.879Z	621
2021-02-20T21:38:45.887Z	623
2021-02-20T21:38:47.890Z	624
2021-02-20T21:38:49.905Z	627
2021-02-20T21:38:51.916Z	628
2021-02-20T21:38:53.932Z	630
2021-02-20T21:38:55.944Z	632
2021-02-20T21:38:57.952Z	633
2021-02-20T21:38:59.955Z	635
2021-02-20T21:39:01.956Z	638
2021-02-20T21:39:03.958Z	639
2021-02-20T21:39:05.970Z	641
2021-02-20T21:39:07.985Z	642
2021-02-20T21:39:09.990Z	644
2021-02-20T21:39:11.990Z	646
2021-02-20T21:39:14.004Z	648
2021-02-20T21:39:16.013Z	650
2021-02-20T21:39:18.024Z	652
2021-02-20T21:39:20.030Z	653
2021-02-20T21:39:22.031Z	655
2021-02-20T21:39:24.042Z	656
2021-02-20T21:39:26.054Z	659
2021-02-20T21:39:28.068Z	661
2021-02-20T21:39:30.080Z	662
2021-02-20T21:39:32.091Z	664
2021-02-20T21:39:34.100Z	665
2021-02-20T21:39:36.105Z	667
2021-02-20T21:39:38.115Z	669
2021-02-20T21:39:40.126Z	671
2021-02-20T21:39:42.137Z	673
2021-02-20T21:39:44.140Z	674
2021-02-20T21:39:46.142Z	676
2021-02-20T21:39:48.152Z	678
2021-02-20T21:39:50.164Z	680
2021-02-20T21:39:52.170Z	682
2021-02-20T21:39:54.172Z	683
2021-02-20T21:39:56.185Z	685
2021-02-20T21:39:58.198Z	686
2021-02-20T21:40:00.199Z	688
2021-02-20T21:40:02.202Z	690
2021-02-20T21:40:04.204Z	692
2021-02-20T21:40:06.218Z	694
2021-02-20T21:40:08.229Z	695
2021-02-20T21:40:10.232Z	697
2021-02-20T21:40:12.243Z	698
2021-02-20T21:40:14.243Z	700
2021-02-20T21:40:16.252Z	702
2021-02-20T21:40:18.265Z	704
2021-02-20T21:40:20.269Z	705
2021-02-20T21:40:22.279Z	707
